Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,RegistrationDate
Si,145.0,no,0,0.0,1.0,147.3,125,44.18,10.95,14.4,2023-11-11
No,3.0,no,0,0.0,2.0,218.6,99,58.72,12.02,10.1,2026-08-07
false,128.0,Yes,1,3.29,,189.5,135,75.03,5.77,12.1,2024-03-14
No,196.0,yes,0,0.0,2.0,134.7,126,41.71,10.84,10.0,2022-11-19
No,200.0,yess,1,3.2,1.0,139.7,79,67.74,7.09,11.8,2022-10-27
No,66.0,yes,0,0.0,2.0,275.6,105,61.62,7.99,9.1,2025-05-17
0,122.0,Yes,0,0.0,2.0,202.6,98,57.7,11.8,15.1,2024-04-23
yes,,yes ,0,0.0,2.0,250.3,127,64.63,12.83,8.9,
No ,110.0,yes,1,2.18,1.0,82.1,131,53.84,10.19,8.2,2024-07-19
0,13.0,yes,1,2.71,2.0,250.4,105,86.26,9.35,9.9,2026-05-25
No ,27.0,yes ,1,2.1,3.0,164.6,96,68.34,11.21,7.6,2026-02-20
No,44.0,yes,0,0.0,0.0,166.6,78,46.42,10.2,12.2,2025-10-20
yes,81.0,yess,0,0.0,5.0,62.3,89,26.06,8.58,5.6,2025-02-02
no,48.0,yes ,0,0.0,1.0,169.8,85,52.85,13.97,12.4,2025-09-24
False,99.0,no ,0,0.0,2.0,121.4,58,41.58,11.9,11.3,2024-10-02
NO,118.0,YES,0,0.0,2.0,203.6,101,58.81,11.68,9.2,2024-05-18
NO,120.0,yes,0,0.0,3.0,153.9,95,49.58,12.73,11.8,2024-05-07
NO,96.0,yes,0,0.0,1.0,176.3,108,41.1,4.62,9.5,2024-10-19
si,187.0,yes,0,0.0,1.0,262.0,148,65.59,11.4,11.6,2023-01-21
False,35.0,yes,1,1.95,2.0,85.8,103,54.2,11.24,7.3,2025-12-21
0,123.0,yes,1,2.65,0.0,279.8,88,81.63,4.68,9.8,2024-04-13
NO,13.0,YES,0,0.0,1.0,90.4,94,23.83,5.37,13.2,2026-05-26
Yes,169.0,no,1,4.56,1.0,258.3,80,105.52,8.16,17.1,2023-06-02
SI,145.0,yes ,0,0.0,1.0,262.7,147,65.47,11.51,11.4,2023-11-11
false,112.0,yes,1,3.03,2.0,121.8,96,74.24,13.66,11.2,
Si,108.0,no ,0,0.0,0.0,309.2,108,64.46,6.33,10.5,2024-08-02
no,118.0,yes,0,0.0,1.0,166.4,109,51.44,11.83,9.2,2024-05-22
No,103.0,yess,1,2.07,4.0,207.3,138,73.58,10.11,7.5,2024-09-06
No,80.0,yes,0,0.0,1.0,193.0,85,47.02,8.35,9.4,2025-02-10
True,192.0,yes,0,0.0,1.0,236.6,125,61.6,12.51,14.0,2022-12-19
No,86.0,yes ,0,0.0,1.0,112.3,85,36.36,9.37,9.6,2024-12-29
False,92.0,yes,0,0.0,2.0,99.8,87,32.49,8.98,9.2,2024-11-16
false,166.0,yes,1,3.67,2.0,143.1,104,86.75,15.71,13.3,2023-06-19
No,4.0,yess,0,0.0,2.0,182.7,94,49.2,10.19,14.7,2026-07-29
No,66.0,YES,1,3.27,1.0,198.4,101,80.69,7.16,12.4,2025-05-21
No,143.0,yess,0,0.0,,135.0,120,41.07,10.09,11.2,2023-11-29
false,157.0,yes ,0,0.0,1.0,157.5,93,54.82,16.53,13.7,
No,108.0,Yes,1,3.04,1.0,110.4,87,69.14,11.29,11.1,2024-07-29
0,166.0,yes,1,3.61,1.0,154.4,91,,4.1,13.3,2023-06-22
No,119.0,yes,0,0.0,1.0,191.2,133,54.53,13.11,10.1,2024-05-14
No,159.0,YES,0,0.0,0.0,178.2,146,44.54,8.11,9.3,2023-08-08
No,147.0,yes ,0,0.0,2.0,192.4,56,49.01,7.37,13.0,2023-10-30
No,102.0,YES,0,0.0,2.0,124.9,107,48.12,15.84,7.4,2024-09-13
no,145.0,yes,0,0.0,2.0,181.8,98,47.21,8.27,11.0,2023-11-11
NO,130.0,yes,0,0.0,3.0,153.7,95,49.54,12.86,11.7,2024-02-24
No,163.0,yess,0,0.0,3.0,143.7,90,47.14,11.42,13.8,2023-07-08
No,31.0,Yes,1,2.34,1.0,220.2,73,86.57,14.5,8.9,2026-01-19
NO,89.0,yes,0,0.0,1.0,219.0,106,52.59,8.96,7.3,2024-12-07
0,143.0,YES,0,0.0,1.0,147.5,116,47.36,11.41,8.7,2023-12-01
False,93.0,yes,0,0.0,1.0,134.1,111,47.32,13.61,4.2,2024-11-12
False,151.0,yes ,0,0.0,1.0,203.2,126,48.39,8.23,10.4,2023-10-02
No,0.0,yes,1,2.69,1.0,105.0,108,55.52,5.34,10.0,2026-08-24
No,8.0,YES,1,3.12,1.0,143.4,96,69.7,8.42,11.3,2026-06-30
No ,122.0,yess,1,1.97,3.0,235.6,105,76.45,9.41,7.1,2024-04-24
No,166.0,yes,1,1.95,1.0,194.8,108,72.37,12.21,7.1,2023-06-19
no,37.0,Yes,0,0.0,,209.5,80,54.74,8.85,15.6,2025-12-10
True,123.0,yes ,0,0.0,,282.9,124,67.77,10.22,7.1,2024-04-14
No ,96.0,yess,0,0.0,0.0,218.2,128,62.83,12.1,6.6,2024-10-22
No,38.0,yes,1,0.1,1.0,162.7,121,45.03,9.34,0.0,2025-12-04
No,200.0,yes,0,0.0,1.0,205.7,95,48.98,8.47,7.7,2022-10-25
No ,86.0,yes,0,0.0,1.0,136.1,119,40.82,10.19,11.4,2025-01-01
0,123.0,Yes,0,0.0,0.0,115.8,124,27.13,4.12,12.0,2024-04-13
False,171.0,yes,0,0.0,,114.3,136,35.07,8.98,6.0,2023-05-18
NO,78.0,Yes,1,2.32,0.0,192.3,91,74.43,10.68,8.6,2025-02-28
0,101.0,yess,0,0.0,1.0,185.7,106,37.35,3.05,8.6,2024-09-14
Yes,117.0,yes,0,0.0,0.0,246.8,86,64.38,12.72,7.6,2024-05-27
No,133.0,yes,0,0.0,3.0,272.3,112,60.38,7.59,6.7,2024-02-05
False,66.0,yes,0,0.0,2.0,193.8,88,47.44,6.98,5.5,2025-05-19
No,58.0,yess,1,3.23,1.0,141.5,122,75.68,11.79,12.0,2025-07-12
no,180.0,yes ,1,2.4,1.0,187.3,113,,12.78,8.8,2023-03-12
false,54.0,yes,1,2.51,1.0,134.7,59,68.98,11.69,9.4,2025-08-13
0,85.0,YES,0,0.0,0.0,192.0,102,43.52,5.9,9.2,2025-01-05
1,134.0,YES,0,0.0,4.0,159.7,99,42.17,7.45,14.8,2024-01-28
No,133.0,yes ,0,0.0,1.0,226.2,120,61.47,13.52,13.0,2024-02-06
si,107.0,yess,0,0.0,1.0,216.5,130,53.79,10.53,5.3,2024-08-06
NO,207.0,yes,0,0.0,0.0,189.9,110,47.21,7.87,10.9,2022-09-08
false,79.0,Yes,0,0.0,1.0,142.9,89,48.34,13.24,10.1,2025-02-16
No,165.0,YES,0,0.0,1.0,260.1,114,59.37,8.8,15.3,2023-06-27
false,107.0,No,1,3.21,2.0,240.4,94,88.4,8.18,12.1,2024-08-05
false,79.0,yess,1,3.01,2.0,266.9,82,92.87,9.0,11.7,2025-02-18
no,71.0,yess,1,3.21,1.0,77.5,109,63.76,10.53,11.7,2025-04-15
si,44.0,yes,0,0.0,4.0,121.4,107,40.31,12.04,7.6,2025-10-19
Si,166.0,yess,0,0.0,6.0,175.7,150,43.62,7.31,15.8,2023-06-23
no,159.0,yess,0,0.0,1.0,93.1,107,39.19,13.15,7.3,2023-08-08
false,130.0,YES,0,0.0,2.0,159.0,67,36.94,5.24,9.1,2024-02-29
No,91.0,yes,0,0.0,0.0,106.3,130,39.29,12.97,8.7,2024-11-26
No,1.0,YES,0,,1.0,118.1,90,38.14,10.02,11.5,2026-08-18
0,162.0,yes,0,0.0,0.0,162.5,79,49.73,12.46,8.7,2023-07-19
NO,44.0,yes ,0,0.0,2.0,138.4,99,,10.79,5.0,2025-10-21
No,117.0,Yes,0,0.0,1.0,141.9,122,44.92,12.7,6.4,2024-05-30
YES,59.0,no,0,0.0,0.0,146.6,69,45.56,10.38,14.4,2025-07-08
No,69.0,NO,0,0.0,0.0,217.6,99,64.19,13.31,6.4,2025-04-26
no,125.0,yes,1,1.54,1.0,186.1,95,68.39,11.92,5.8,2024-04-04
False,203.0,yess,1,0.1,1.0,129.0,114,36.24,8.12,0.0,2022-10-04
No,60.0,no ,0,0.0,4.0,220.7,113,56.36,11.23,12.1,2025-07-02
true,168.0,yes,0,0.0,4.0,142.7,80,31.72,4.53,8.9,2023-06-04
No ,199.0,yes ,0,0.0,3.0,211.8,86,48.47,6.55,9.6,2022-10-30
NO,,yes,0,0.0,0.0,105.3,121,39.14,12.33,6.4,
true,24.0,No,0,0.0,4.0,47.9,103,23.78,9.25,9.6,2026-03-13
no,150.0,yes,0,0.0,,81.5,117,33.4,11.02,9.0,2023-10-10
False,199.0,yes,0,0.0,1.0,170.4,82,44.97,9.24,10.1,2022-10-31
false,165.0,yes,0,0.0,1.0,190.5,113,50.5,10.16,13.4,2023-06-26
False,206.0,n0,0,0.0,0.0,105.4,75,28.79,6.12,13.0,2022-09-16
False,206.0,yes,1,2.59,0.0,120.4,100,65.85,11.38,9.6,2022-09-11
0,31.0,Yes,0,,0.0,243.2,129,59.09,8.15,11.8,2026-01-18
False,8.0,Yes,0,0.0,4.0,163.7,95,48.08,11.62,9.9,2026-07-02
1,151.0,yes,0,0.0,1.0,132.9,94,38.34,8.94,15.5,2023-10-05
NO,,yes,0,0.0,1.0,154.4,100,46.13,10.71,7.4,
si,196.0,yes ,0,0.0,0.0,272.6,98,66.07,11.29,8.7,2022-11-25
False,185.0,Yes,0,0.0,0.0,123.4,113,42.1,11.88,3.7,2023-02-08
No,120.0,yes ,1,3.27,2.0,245.5,91,92.1,10.68,12.2,2024-05-05
No ,136.0,yes,1,3.13,1.0,142.7,98,70.17,8.61,11.6,2024-01-17
NO,121.0,yess,0,0.0,0.0,183.8,86,50.86,11.24,11.6,2024-05-02
Yes,41.0,yes ,0,0.0,2.0,278.8,103,64.45,10.21,7.8,2025-11-10
0,162.0,NO,1,2.44,2.0,127.8,137,69.55,13.63,8.7,2023-07-18
False,45.0,yes,0,0.0,2.0,121.5,131,40.05,10.81,16.2,2025-10-14
No,68.0,Yes,1,2.72,0.0,224.2,120,90.51,14.66,9.9,2025-05-04
True,103.0,No,0,0.0,1.0,217.3,60,,10.41,17.4,2024-09-01
no,20.0,yess,0,0.0,2.0,160.2,90,38.93,5.93,10.7,"Apr 08, 2026"
No,194.0,yes ,0,0.0,,244.3,112,55.77,8.95,9.8,2022-12-09
1,68.0,yes ,0,,0.0,234.7,127,66.07,14.61,9.8,2025-05-06
No ,163.0,yes,0,0.0,3.0,136.4,125,34.37,5.94,12.3,2023-07-09
YES,43.0,no,1,3.66,0.0,172.3,102,80.29,9.42,13.3,2025-10-29
No,41.0,yes,1,2.58,0.0,278.8,88,81.59,4.54,9.7,2025-11-09
false,139.0,yes,0,0.0,2.0,188.0,64,44.4,7.1,9.9,2023-12-24
Yes,142.0,yess,0,0.0,4.0,162.0,99,42.98,7.51,14.7,2023-12-04
NO,173.0,yes,1,2.37,2.0,28.7,122,40.42,6.31,8.5,2023-05-05
False,48.0,yes,0,0.0,0.0,222.5,122,47.53,5.61,10.6,2025-09-23
No,176.0,yes,1,2.53,6.0,136.4,90,72.82,13.47,9.4,2023-04-11
False,203.0,YES,0,0.0,2.0,145.0,114,48.88,12.07,8.9,
No,66.0,YES,0,0.0,2.0,217.9,68,53.36,7.93,9.4,2025-05-19
si,130.0,yes,0,0.0,0.0,146.0,126,43.61,10.0,13.3,2024-02-26
Yes,68.0,yes ,0,0.0,5.0,133.8,106,40.66,10.49,10.3,2025-05-03
yes,135.0,no ,1,5.43,0.0,197.8,87,108.96,12.7,20.0,2024-01-26
NO,137.0,yes,1,0.65,1.0,201.3,95,56.55,8.2,2.5,2024-01-08
No,28.0,YES,0,0.0,1.0,214.2,110,56.58,11.7,2.8,2026-02-07
False,91.0,yes,0,0.0,0.0,122.3,137,46.58,12.39,13.3,2024-11-28
yes,14.0,yess,0,0.0,,58.3,94,21.77,6.91,11.9,2026-05-17
SI,63.0,n0,0,0.0,4.0,140.5,100,43.71,9.86,9.7,2025-06-07
False,197.0,yes,1,3.11,1.0,212.5,101,88.07,12.53,11.6,2022-11-14
No,162.0,YES,0,0.0,3.0,217.4,112,58.94,12.22,15.8,2023-07-17
No ,190.0,yes,0,0.0,0.0,143.0,90,42.52,10.24,9.1,2023-01-03
No,34.0,yes,0,0.0,3.0,155.4,108,40.63,6.18,11.3,2025-12-28
0,139.0,no,0,0.0,2.0,244.9,90,47.46,3.06,10.7,2023-12-27
True,51.0,yess,0,0.0,0.0,274.1,96,67.53,11.93,7.7,2025-09-04
No,54.0,yes,0,0.0,3.0,262.9,107,57.1,6.48,10.6,2025-08-11
False,146.0,yes,0,0.0,0.0,139.8,113,40.09,9.33,7.9,2023-11-04
no,179.0,yes,0,0.0,2.0,179.8,97,47.69,8.37,10.9,2023-03-24
No,180.0,yes,0,0.0,,151.5,109,42.61,9.74,14.1,2023-03-14
No,0.0,yess,0,,2.0,215.7,76,57.5,10.16,9.5,2026-08-25
No,2.0,yes ,0,0.0,2.0,199.4,124,,13.37,8.1,2026-08-12
No,168.0,YES,0,0.0,,224.3,81,50.51,6.45,16.0,2023-06-03
NO,52.0,Yes,1,3.4,2.0,135.4,112,73.62,9.04,12.4,2025-08-27
No,202.0,yess,0,0.0,3.0,61.1,94,33.18,13.26,11.5,2022-10-11
No,98.0,yes,1,2.76,3.0,222.1,76,81.24,9.23,10.2,2024-10-05
0,1.0,YES,1,3.05,1.0,237.8,61,92.98,13.16,11.2,2026-08-21
Yes,91.0,YES,0,0.0,2.0,129.2,101,42.18,11.38,9.3,2024-11-25
NO,198.0,yes,0,0.0,1.0,231.4,115,59.28,11.62,9.4,2022-11-10
No,165.0,yes ,1,2.84,2.0,172.4,88,74.47,9.51,10.6,2023-06-30
1,128.0,yes,0,0.0,3.0,316.2,85,72.64,11.03,12.2,2024-03-11
No ,202.0,YES,1,3.02,0.0,146.2,87,73.08,9.48,11.2,2022-10-11
1,138.0,yes,0,0.0,0.0,335.8,118,74.06,9.7,10.4,2024-01-05
No,,yess,0,0.0,2.0,161.7,142,46.23,10.34,13.1,2023-03-24
no,3.0,YES,0,0.0,0.0,194.9,82,,8.12,6.3,2026-08-07
No ,110.0,yess,0,0.0,2.0,130.8,81,42.49,10.24,6.1,2024-07-17
0,21.0,yes,0,0.0,1.0,191.6,68,49.25,7.87,12.8,2026-03-28
NO,25.0,yes ,1,2.79,3.0,182.3,116,76.49,10.09,10.4,2026-03-06
false,204.0,yess,0,0.0,,180.5,91,45.83,7.52,7.5,2022-09-30
No ,,YES,0,0.0,3.0,171.9,83,43.56,8.33,12.7,
false,98.0,no,1,2.82,3.0,202.3,106,79.46,9.44,10.5,2024-10-09
No ,200.0,YES,0,0.0,2.0,182.4,102,50.1,10.71,8.6,2022-10-28
NO,134.0,yes ,0,0.0,1.0,181.4,143,50.2,10.6,9.8,2024-01-29
No,143.0,yess,0,0.0,0.0,218.3,110,58.13,11.99,12.0,2023-11-30
0,150.0,yes,1,3.27,0.0,231.5,109,90.22,11.22,12.1,2023-10-08
False,123.0,yes,1,4.57,0.0,185.5,78,93.4,9.73,16.8,2024-04-19
No,60.0,yess,0,0.0,1.0,162.4,121,46.93,11.18,9.6,2025-07-04
No,80.0,Yes,0,0.0,2.0,188.6,79,47.58,6.82,6.4,2025-02-13
true,10.0,yes,0,0.0,4.0,170.0,115,41.01,7.11,10.6,2026-06-16
No,178.0,yes,0,0.0,0.0,111.0,131,36.79,10.04,10.0,2023-03-30
False,138.0,yes ,1,3.56,1.0,123.2,158,69.34,6.68,13.3,2024-01-03
No,154.0,no,1,2.89,1.0,244.5,53,96.06,14.69,10.9,2023-09-14
1,124.0,yess,1,4.26,2.0,155.0,62,90.49,13.02,15.9,2024-04-08
false,198.0,yes ,0,0.0,0.0,202.9,111,38.79,2.28,12.4,2022-11-05
si,125.0,no,0,0.0,1.0,89.1,92,44.29,17.14,7.7,2024-03-30
false,152.0,Yes,0,0.0,2.0,222.2,92,55.08,9.19,12.5,2023-09-27
no,97.0,yes,1,3.15,1.0,195.1,121,86.27,11.89,11.6,2024-10-16
No ,56.0,yes,0,0.0,1.0,187.8,90,48.29,8.95,13.2,2025-07-29
no,52.0,YES,0,0.0,2.0,212.9,88,56.08,10.78,11.4,2025-08-23
Si,44.0,No,0,0.0,0.0,246.7,109,60.02,10.38,13.3,2025-10-21
0,101.0,yes,0,0.0,2.0,159.4,83,42.91,9.11,7.7,2024-09-15
No,,yes,0,0.0,2.0,146.9,80,54.64,15.46,6.4,
No ,78.0,yes,0,0.0,3.0,200.1,92,53.54,10.73,7.1,2025-02-27
no,46.0,yes,0,0.0,3.0,234.3,96,62.25,12.36,12.3,2025-10-04
No,87.0,yes ,1,2.36,1.0,273.9,101,87.21,9.37,8.7,2024-12-26
no,86.0,yes,0,0.0,0.0,197.3,88,49.94,7.97,6.9,2024-12-31
no,174.0,yes ,0,0.0,1.0,190.2,96,50.63,8.7,12.1,2023-04-27
si,76.0,yes,1,1.74,4.0,187.3,124,63.0,7.24,6.4,2025-03-09
NO,136.0,yes,0,0.0,2.0,100.4,63,41.3,13.76,16.7,2024-01-16
No,137.0,yess,1,3.69,0.0,156.5,129,84.73,12.39,13.8,2024-01-08
No,78.0,no,0,0.0,,170.0,81,47.52,10.94,9.5,2025-02-28
No,124.0,yes ,0,,4.0,218.0,122,58.08,12.01,10.3,2024-04-07
No,14.0,yes,1,1.11,1.0,193.5,115,66.05,12.77,3.8,2026-05-21
No,164.0,yes,0,0.0,3.0,197.8,94,58.1,13.99,14.9,2023-07-01
No,105.0,YES,0,0.0,2.0,219.3,97,49.18,7.11,10.7,2024-08-17
No,126.0,yess,0,0.0,1.0,193.9,101,52.28,8.97,9.4,2024-03-25
No,8.0,YES,1,2.75,1.0,220.7,102,84.23,11.12,10.0,2026-06-29
False,95.0,Yes,1,1.81,1.0,132.5,112,60.36,11.09,6.8,2024-10-31
No ,182.0,yes,0,0.0,3.0,218.4,117,59.42,11.64,0.0,2023-02-26
No ,57.0,yes,0,0.0,2.0,141.9,81,34.86,6.58,15.4,2025-07-23
No,78.0,No,0,0.0,0.0,228.8,100,51.59,7.22,7.6,2025-02-24
NO,100.0,yess,0,0.0,1.0,132.6,107,40.58,10.87,10.9,2024-09-27
no,75.0,yes,1,1.77,3.0,203.9,95,65.11,6.78,6.6,2025-03-15
no,145.0,YES,0,0.0,2.0,201.5,101,50.9,9.79,13.2,2023-11-14
No ,24.0,yes ,1,2.27,4.0,224.8,93,,9.61,8.3,2026-03-07
False,157.0,yes,0,0.0,0.0,200.3,88,47.93,8.11,8.2,2023-08-24
False,111.0,no,1,2.16,0.0,127.9,93,59.02,8.16,8.1,2024-07-07
0,133.0,Yes,0,0.0,1.0,242.1,125,60.62,10.4,0.0,2024-02-04
0,70.0,yes ,0,0.0,0.0,140.3,93,39.71,7.98,7.7,2025-04-20
No ,104.0,Yes,0,0.0,3.0,222.9,75,56.83,10.67,10.1,2024.08.25
0,111.0,yes,0,0.0,1.0,191.6,107,46.39,7.48,7.6,2024-07-09
No,64.0,no,0,0.0,1.0,241.8,88,58.04,9.51,11.3,
YES,65.0,yes,0,0.0,4.0,269.5,118,62.9,9.64,11.0,2025-05-25
false,183.0,yes,1,1.67,5.0,281.8,109,86.37,12.01,6.3,2023-02-21
No,34.0,yess,0,0.0,1.0,199.6,82,0.0,8.25,6.4,2026-01-01
No ,57.0,yes,1,3.6,1.0,141.8,108,79.78,11.2,13.3,2025-07-19
False,181.0,yess,0,,2.0,224.1,111,,10.15,11.5,2023-03-07
False,35.0,yes,0,0.0,0.0,193.2,102,53.94,12.17,11.9,2025-12-24
No,189.0,yes,0,,,139.7,106,45.33,12.87,10.1,2023-01-11
NO,61.0,no,1,2.96,1.0,141.0,139,74.8,12.18,11.4,2025-06-23
False,82.0,yes,0,0.0,2.0,204.9,92,56.1,10.83,7.5,2025-01-29
No,71.0,yes,0,0.0,2.0,157.5,72,50.68,11.7,12.1,2025-04-17
False,12.0,yes ,1,2.97,3.0,167.7,123,69.76,6.82,10.9,2026-06-05
0,56.0,yes,0,0.0,0.0,168.0,151,42.87,5.62,8.8,2025-07-30
no,100.0,yes,0,0.0,1.0,134.3,88,36.64,7.3,15.3,2024-09-25
No,46.0,no,0,0.0,3.0,61.3,124,29.98,8.6,9.4,2025-10-06
False,35.0,yess,1,3.11,1.0,184.3,90,79.29,10.59,11.5,2025-12-21
No,154.0,yes,0,0.0,,147.7,93,50.4,14.19,7.0,2023-09-09
false,50.0,yes,1,2.92,1.0,212.7,129,90.04,14.5,10.6,2025-09-12
No,100.0,yes,1,2.96,0.0,158.6,116,74.93,10.55,10.9,2024-09-27
no,87.0,yes,0,0.0,1.0,192.7,107,54.77,10.34,12.6,2024-12-23
false,170.0,yess,1,3.94,1.0,189.3,137,90.0,9.94,14.9,2023-05-20
0,51.0,yess,0,0.0,2.0,207.6,97,57.43,10.46,7.6,2025-09-02
False,17.0,yes,0,,2.0,221.0,101,56.29,9.26,12.0,2026-04-25
False,80.0,YES,1,3.29,3.0,315.3,105,104.54,10.49,12.1,2025-02-11
No,21.0,yes,0,,0.0,102.9,88,33.34,7.52,11.1,2026-03-29
0,76.0,yess,0,0.0,1.0,153.4,91,45.95,10.41,12.5,2025-03-12
SI,69.0,NO,1,3.91,3.0,125.3,91,83.69,13.6,14.3,"Apr 29, 2025"
No ,200.0,YES,1,3.18,1.0,202.1,79,92.79,15.38,11.9,2022-10-23
No,107.0,No,0,0.0,1.0,270.3,77,63.57,10.05,6.0,2024-08-08
No ,67.0,Yes,0,0.0,2.0,88.2,100,36.77,13.04,9.0,
No,96.0,no,0,0.0,1.0,106.6,98,26.01,4.37,9.7,2024-10-22
si,63.0,yes,0,0.0,5.0,160.3,114,46.51,11.49,8.9,2025-06-09
No,103.0,YES,0,0.0,2.0,102.2,117,36.27,10.74,10.4,2024-08-31
No,110.0,yes ,0,0.0,1.0,176.5,110,,9.65,6.0,2024-07-16
si,87.0,No,0,0.0,1.0,225.2,135,48.13,5.51,17.2,2024-12-25
NO,62.0,YES,0,0.0,1.0,49.3,101,33.4,13.97,18.1,2025-06-15
Yes,3.0,yes,0,0.0,1.0,247.5,108,61.46,11.04,13.3,
No,200.0,yes,1,3.76,1.0,170.8,87,81.1,7.36,14.1,2022-10-26
false,131.0,yes ,0,0.0,2.0,153.8,104,44.0,10.08,9.7,2024-02-17
NO,121.0,Yes,1,2.7,2.0,151.6,94,76.85,13.67,10.0,
No,168.0,yes,0,0.0,0.0,168.3,96,47.69,10.96,10.9,2023-06-04
yes,41.0,yes,0,0.0,0.0,243.7,90,59.6,9.08,15.3,2025-11-09
false,94.0,yes,0,0.0,0.0,181.8,116,48.24,7.98,9.7,2024-11-08
No,174.0,yes,1,1.8,2.0,112.1,105,55.38,10.93,6.6,2023-04-24
No ,5.0,No,0,0.0,0.0,184.5,123,47.57,9.75,8.5,2026-07-21
False,89.0,yess,0,0.0,2.0,123.1,101,44.62,13.17,11.8,2024-12-09
Yes,91.0,yes,1,4.29,2.0,152.4,62,90.84,12.96,15.7,2024-11-28
No ,14.0,yes,0,0.0,0.0,199.3,113,38.66,2.01,12.6,2026-05-16
No,146.0,yes,0,0.0,0.0,217.1,57,57.29,12.09,12.1,2023-11-05
false,3.0,yes,0,0.0,0.0,236.2,108,52.82,7.2,12.5,2026-08-03
No,138.0,yes,1,2.23,0.0,175.0,95,68.95,9.73,8.3,2024-01-05
No ,118.0,YES,0,,3.0,137.2,116,44.07,11.81,9.6,2024-05-20
0,48.0,yes ,1,3.16,1.0,167.1,101,82.71,13.73,11.5,2025-09-21
1,44.0,no ,1,3.73,1.0,171.0,119,87.19,11.27,13.8,2025-10-20
no,179.0,yes,0,0.0,0.0,178.9,135,46.82,9.26,6.7,2023-03-18
Si,173.0,yes,0,0.0,3.0,253.8,123,63.92,11.53,8.7,2023-04-30
No,48.0,Yes,1,3.95,2.0,102.4,99,78.43,11.79,14.8,2025-09-21
NO,196.0,yes,0,0.0,2.0,204.0,137,49.45,8.1,12.5,2022-11-19
NO,161.0,yes,0,0.0,2.0,158.6,129,46.16,9.64,13.5,2023-07-25
No ,73.0,yes,0,0.0,3.0,169.1,70,50.93,10.26,5.9,2025-04-04
no,205.0,yes,1,0.1,2.0,64.8,97,26.42,8.76,0.1,2022-09-20
false,117.0,yes,0,0.0,,167.0,78,46.16,10.36,12.3,2024-05-26
no,,Yes,0,0.0,2.0,108.6,95,30.61,7.03,6.6,
No,96.0,yes ,0,0.0,2.0,236.4,130,57.79,8.93,7.2,2024-10-23
False,53.0,Yes,0,0.0,2.0,254.9,121,60.9,9.82,9.7,2025-08-21
no,21.0,yes,0,0.0,3.0,214.0,111,55.22,10.49,9.4,2026-04-01
No ,84.0,yes ,1,3.05,0.0,215.7,94,79.87,7.01,11.3,2025-01-13
NO,12.0,YES,0,0.0,1.0,83.1,94,37.28,13.33,8.7,2026-06-03
No,93.0,YES,0,0.0,3.0,103.2,105,35.29,10.07,9.3,2024-11-10
No ,160.0,yess,1,2.46,2.0,237.4,107,89.46,14.5,9.1,2023-08-03
false,54.0,YES,0,0.0,1.0,146.2,120,41.9,10.2,13.3,2025-08-11
No,194.0,Yes,1,4.46,0.0,267.5,79,111.68,12.27,16.4,2022-12-07
No ,57.0,yess,1,3.11,0.0,193.6,103,79.7,8.79,11.4,2025-07-20
false,101.0,YES,0,0.0,3.0,133.5,89,40.17,6.96,10.3,2024-09-18
No,108.0,yes ,0,0.0,2.0,155.4,107,45.17,8.56,8.6,2024-07-30
true,16.0,yes,0,0.0,2.0,82.2,74,36.68,12.61,9.0,2026-05-06
No,103.0,yes,0,0.0,0.0,188.7,108,57.65,12.8,6.4,2024-09-04
No,19.0,yes,0,0.0,,62.6,80,31.56,11.58,8.4,2026-04-15
No,11.0,yes ,1,3.87,2.0,143.2,71,80.65,9.8,14.3,2026-06-07
False,90.0,YES,0,0.0,2.0,114.3,122,33.99,6.47,10.2,2024-12-02
False,176.0,yes,1,2.85,2.0,128.0,104,63.28,7.98,10.3,2023-04-14
no,32.0,YES,0,0.0,1.0,139.6,124,34.65,6.33,4.7,2026-01-16
yes,116.0,no,0,0.0,3.0,123.4,83,34.72,5.94,13.7,2024-06-07
NO,100.0,yes,1,3.73,0.0,202.9,92,84.65,7.84,13.6,2024-09-24
yes,25.0,yess,1,,2.0,152.1,63,89.99,12.98,15.7,2026-03-06
si,1.0,No,0,0.0,0.0,204.1,96,58.75,13.83,10.9,2026-08-18
False,87.0,YES,0,0.0,3.0,166.8,70,51.15,10.28,5.9,2024-12-24
No,191.0,yes,1,1.72,5.0,243.7,108,81.8,12.62,6.8,2022-12-24
No,62.0,yes ,0,0.0,,47.2,90,23.21,7.93,9.5,2025-06-20
NO,182.0,no,0,0.0,3.0,144.9,81,41.2,7.4,12.6,2023-02-26
NO,149.0,no,0,0.0,1.0,65.8,92,33.93,13.8,10.8,2023-10-16
No ,1.0,yes ,0,0.0,,202.4,111,55.01,11.67,10.1,2026-08-15
false,58.0,yes ,1,1.99,2.0,242.6,110,80.36,11.16,7.3,2025-07-16
no,,yes,1,1.92,0.0,59.7,103,48.64,11.02,7.1,2024-08-18
No,11.0,yes,0,0.0,2.0,134.2,97,44.23,12.04,10.2,2026-06-11
false,113.0,no,1,2.46,1.0,146.9,122,69.0,10.69,9.1,2024-06-22
False,89.0,yes,0,0.0,0.0,194.7,103,53.26,12.01,11.9,2024-12-11
No,1.0,yes,0,0.0,1.0,190.7,95,49.24,9.94,18.3,2026-08-20
